CPT_CODE|CPT_LONG_DESCRIPTION|CPT_LONG_DESCRIPTION
26080|ARTHROTOMY, FOR INFECTION, WITH EXPLORATION, DRAINAGE OR REMOVAL OF FOREIGN BODY; INTERPHALANGEAL JOINT, EACH|ARTHROTOMY, FOR INFECTION, WITH EXPLORATION, DRAINAGE OR REMOVAL OF FOREIGN BODY; INTERPHALANGEAL JOINT, EACH
26100|ARTHROTOMY WITH BIOPSY; CARPOMETACARPAL JOINT, EACH|ARTHROTOMY WITH BIOPSY; CARPOMETACARPAL JOINT, EACH
26105|ARTHROTOMY WITH BIOPSY; METACARPOPHALANGEAL JOINT, EACH|ARTHROTOMY WITH BIOPSY; METACARPOPHALANGEAL JOINT, EACH
26110|ARTHROTOMY WITH SYNOVIAL BIOPSY; INTERPHALANGEAL JOINT, EACH|ARTHROTOMY WITH SYNOVIAL BIOPSY; INTERPHALANGEAL JOINT, EACH
26115|EXCISION, TUMOR OR VASCULAR MALFORMATION, SOFT TISSUE OF HAND OR FINGER; SUBCUTANEOUS|EXCISION, TUMOR OR VASCULAR MALFORMATION, SOFT TISSUE OF HAND OR FINGER; SUBCUTANEOUS
26116|EXCISION, TUMOR OR VASCULAR MALFORMATION, SOFT TISSUE OF HAND OR FINGER; DEEP|EXCISION, TUMOR OR VASCULAR MALFORMATION, SOFT TISSUE OF HAND OR FINGER; DEEP
26117|RADICAL RESECTION OF TUMOR (EG, MALIGNANT NEOPLASM), SOFT TISSUE OF HAND OR FINGER|RADICAL RESECTION OF TUMOR (EG, MALIGNANT NEOPLASM), SOFT TISSUE OF HAND OR FINGER
26121|FASCIECTOMY, PALM ONLY, WITH OR WITHOUT Z-PLASTY, OTHER LOCAL TISSUE REARRANGEMENT, OR SKIN GRAFTING (INCLUDES OBTAINING GRAFT)|FASCIECTOMY, PALM ONLY, WITH OR WITHOUT Z-PLASTY, OTHER LOCAL TISSUE REARRANGEMENT, OR SKIN GRAFTING (INCLUDES OBTAINING GRAFT)
26123|FASCIECTOMY, PARTIAL PALMAR WITH RELEASE OF SINGLE DIGIT INCL.PROXIMAL INTERPHALANGEAL JOINT, W/ OR W/O Z-PLASTY, OTHER LOCAL TISSUE REARRANGEM|FASCIECTOMY, PARTIAL PALMAR WITH RELEASE OF SINGLE DIGIT INCL.PROXIMAL INTERPHALANGEAL JOINT, W/ OR W/O Z-PLASTY, OTHER LOCAL TISSUE REARRANGEM
26125|FASCIECTMY, PRTL PALMAR W/REL.OF SNGL DGT INCL. PROX. INTPHALNGL JOINT, W/,W/O Z-PLASTY, OTHR LCL TISSUE REARRANGE, SKNGRFT (INCL. OBTNG GRFT);|FASCIECTMY, PRTL PALMAR W/REL.OF SNGL DGT INCL. PROX. INTPHALNGL JOINT, W/,W/O Z-PLASTY, OTHR LCL TISSUE REARRANGE, SKNGRFT (INCL. OBTNG GRFT);
26130|SYNOVECTOMY, CARPOMETACARPAL JOINT|SYNOVECTOMY, CARPOMETACARPAL JOINT
26135|SYNOVECTOMY, METACARPOPHALANGEAL JOINT INCLUDING INTRINSIC RELEASE AND EXTENSOR HOOD RECONSTRUCTION, EACH DIGIT|SYNOVECTOMY, METACARPOPHALANGEAL JOINT INCLUDING INTRINSIC RELEASE AND EXTENSOR HOOD RECONSTRUCTION, EACH DIGIT
26140|SYNOVECTOMY, PROXIMAL INTERPHALANGEAL JOINT, INCLUDING EXTENSOR RECONSTRUCTION, EACH INTERPHALANGEAL JOINT|SYNOVECTOMY, PROXIMAL INTERPHALANGEAL JOINT, INCLUDING EXTENSOR RECONSTRUCTION, EACH INTERPHALANGEAL JOINT
26145|SYNOVECTOMY, TENDON SHEATH, RADICAL (TENOSYNOVECTOMY), FLEXOR TENDON, PALM AND/OR FINGER, EACH TENDON|SYNOVECTOMY, TENDON SHEATH, RADICAL (TENOSYNOVECTOMY), FLEXOR TENDON, PALM AND/OR FINGER, EACH TENDON
26160|EXCISION OF LESION OF TENDON SHEATH OR JOINT CAPSULE, HAND OR FINGER|EXCISION OF LESION OF TENDON SHEATH OR JOINT CAPSULE, HAND OR FINGER
26170|EXCISION OF TENDON, PALM, FLEXOR, SINGLE (SEPARATE PROCEDURE), EACH|EXCISION OF TENDON, PALM, FLEXOR, SINGLE (SEPARATE PROCEDURE), EACH
26180|EXCISION OF TENDON, FINGER, FLEXOR (SEPARATE PROCEDURE), EACH TENDON|EXCISION OF TENDON, FINGER, FLEXOR (SEPARATE PROCEDURE), EACH TENDON
26185|SESAMOIDECTOMY, THUMB OR FINGER (SEPARATE PROCEDURE)|SESAMOIDECTOMY, THUMB OR FINGER (SEPARATE PROCEDURE)
26200|EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF METACARPAL;|EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF METACARPAL;
26205|EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF METACARPAL; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT)|EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF METACARPAL; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT)
26210|EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF PROXIMAL, MIDDLE OR DISTAL PHALANX OF FINGER;|EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF PROXIMAL, MIDDLE OR DISTAL PHALANX OF FINGER;
26215|EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF PROXIMAL, MIDDLE OR DISTAL PHALANX OF FINGER; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT)|EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF PROXIMAL, MIDDLE OR DISTAL PHALANX OF FINGER; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT)
26230|PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) BONE (EG, OSTEOMYELITIS); METACARPAL|PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) BONE (EG, OSTEOMYELITIS); METACARPAL
26235|PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) OF BONE (EG, FOR OSTEOMYELITIS); PROXIMAL OR MIDDLE PHALANX OF FINGER|PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) OF BONE (EG, FOR OSTEOMYELITIS); PROXIMAL OR MIDDLE PHALANX OF FINGER
26236|PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) OF BONE (EG, FOR OSTEOMYELITIS); DISTAL PHALANX OF FINGER|PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) OF BONE (EG, FOR OSTEOMYELITIS); DISTAL PHALANX OF FINGER
26250|RADICAL RESECTION, METACARPAL;|RADICAL RESECTION, METACARPAL;
26255|RADICAL RESECTION, METACARPAL; WITH AUTOGRAFT|RADICAL RESECTION, METACARPAL; WITH AUTOGRAFT
26260|RADICAL RESECTION, PROXIMAL OR MIDDLE PHALANX OF FINGER (EG, TUMOR)|RADICAL RESECTION, PROXIMAL OR MIDDLE PHALANX OF FINGER (EG, TUMOR)
26261|RADICAL RESECTION (OSTECTOMY) FOR TUMOR, PROXIMAL OR MIDDLE PHALANX OF FINGER; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT)|RADICAL RESECTION (OSTECTOMY) FOR TUMOR, PROXIMAL OR MIDDLE PHALANX OF FINGER; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT)
26262|RADICAL RESECTION, DISTAL PHALANX OF FINGER (EG, TUMOR)|RADICAL RESECTION, DISTAL PHALANX OF FINGER (EG, TUMOR)
26320|REMOVAL OF IMPLANT FROM FINGER OR HAND|REMOVAL OF IMPLANT FROM FINGER OR HAND
26340|MANIPULATION, FINGER JOINT, UNDER ANESTHESIA, EACH JOINT|MANIPULATION, FINGER JOINT, UNDER ANESTHESIA, EACH JOINT
26350|REPAIR OR ADVANCEMENT, FLEXOR TENDON, NOT IN ZONE 2 DIGITAL FLEXOR TENDON SHEATH; PRIMARY OR SECONDARY WITHOUT FREE GRAFT, EACH TENDON|REPAIR OR ADVANCEMENT, FLEXOR TENDON, NOT IN ZONE 2 DIGITAL FLEXOR TENDON SHEATH; PRIMARY OR SECONDARY WITHOUT FREE GRAFT, EACH TENDON
26352|REPAIR OR ADVANCEMENT, FLEXOR TENDON, NOT IN ZONE 2 DIGITAL FLEXOR TENDON SHEATH; SECONDARY WITH FREE GRAFT, EACH TENDON|REPAIR OR ADVANCEMENT, FLEXOR TENDON, NOT IN ZONE 2 DIGITAL FLEXOR TENDON SHEATH; SECONDARY WITH FREE GRAFT, EACH TENDON
26356|REPAIR OR ADVANCEMENT, FLEXOR TENDON, IN ZONE 2 DIGITAL FLEXOR TENDON SHEATH; PRIMARY OR SECONDARY WITHOUT FREE GRAFT, EACH TENDON|REPAIR OR ADVANCEMENT, FLEXOR TENDON, IN ZONE 2 DIGITAL FLEXOR TENDON SHEATH; PRIMARY OR SECONDARY WITHOUT FREE GRAFT, EACH TENDON
26357|REPAIR OR ADVANCEMENT, FLEXOR TENDON, IN ZONE 2 DIGITAL FLEXOR TENDON SHEATH; SECONDARY, EACH TENDON|REPAIR OR ADVANCEMENT, FLEXOR TENDON, IN ZONE 2 DIGITAL FLEXOR TENDON SHEATH; SECONDARY, EACH TENDON
26358|REPAIR OR ADVANCEMENT, FLEXOR TENDON, IN ZONE 2 DIGITAL FLEXOR TENDON SHEATH; SECONDARY WITH FREE GRAFT, EACH TENDON|REPAIR OR ADVANCEMENT, FLEXOR TENDON, IN ZONE 2 DIGITAL FLEXOR TENDON SHEATH; SECONDARY WITH FREE GRAFT, EACH TENDON
26370|REPAIR OR ADVANCEMENT OF PROFUNDUS TENDON, WITH INTACT SUPERFICIALIS TENDON; PRIMARY, EACH TENDON|REPAIR OR ADVANCEMENT OF PROFUNDUS TENDON, WITH INTACT SUPERFICIALIS TENDON; PRIMARY, EACH TENDON
26372|REPAIR OR ADVANCEMENT OF PROFUNDUS TENDON, WITH INTACT SUPERFICIALIS TENDON; SECONDARY WITH FREE GRAFT (INCLUDES OBTAINING GRAFT), EACH TENDON|REPAIR OR ADVANCEMENT OF PROFUNDUS TENDON, WITH INTACT SUPERFICIALIS TENDON; SECONDARY WITH FREE GRAFT (INCLUDES OBTAINING GRAFT), EACH TENDON
26373|REPAIR OR ADVANCEMENT OF PROFUNDUS TENDON, WITH INTACT SUPERFICIALIS TENDON; SECONDARY WITHOUT FREE GRAFT, EACH TENDON|REPAIR OR ADVANCEMENT OF PROFUNDUS TENDON, WITH INTACT SUPERFICIALIS TENDON; SECONDARY WITHOUT FREE GRAFT, EACH TENDON
26390|EXCISION FLEXOR TENDON, WITH IMPLANTATION OF SYNTHETIC ROD FOR DELAYED TENDON GRAFT, HAND OR FINGER, EACH ROD|EXCISION FLEXOR TENDON, WITH IMPLANTATION OF SYNTHETIC ROD FOR DELAYED TENDON GRAFT, HAND OR FINGER, EACH ROD
26392|REMOVAL OF SYNTHETIC ROD AND INSERTION OF FLEXOR TENDON GRAFT, HAND OR FINGER, EACH ROD|REMOVAL OF SYNTHETIC ROD AND INSERTION OF FLEXOR TENDON GRAFT, HAND OR FINGER, EACH ROD
26410|REPAIR, EXTENSOR TENDON, HAND, PRIMARY OR SECONDARY; WITHOUT FREE GRAFT, EACH TENDON|REPAIR, EXTENSOR TENDON, HAND, PRIMARY OR SECONDARY; WITHOUT FREE GRAFT, EACH TENDON
26412|EXTENSOR TENDON REPAIR, DORSUM OF HAND, SINGLE, PRIMARY OR SECONDARY; WITH FREE GRAFT (INCLUDES OBTAINING GRAFT), EACH TENDON|EXTENSOR TENDON REPAIR, DORSUM OF HAND, SINGLE, PRIMARY OR SECONDARY; WITH FREE GRAFT (INCLUDES OBTAINING GRAFT), EACH TENDON
26415|EXCISION OF EXTENSOR TENDON, WITH IMPLANTATION OF SYNTHETIC ROD FOR DELAYED TENDON GRAFT, HAND OR FINGER, EACH ROD|EXCISION OF EXTENSOR TENDON, WITH IMPLANTATION OF SYNTHETIC ROD FOR DELAYED TENDON GRAFT, HAND OR FINGER, EACH ROD
26416|REMOVAL OF SYNTHETIC ROD AND INSERTION OF EXTENSOR TENDON GRAFT, HAND OR FINGER, EACH ROD|REMOVAL OF SYNTHETIC ROD AND INSERTION OF EXTENSOR TENDON GRAFT, HAND OR FINGER, EACH ROD
26418|REPAIR, EXTENSOR TENDON, FINGER, PRIMARY OR SECONDARY; WITHOUT FREE GRAFT, EACH TENDON|REPAIR, EXTENSOR TENDON, FINGER, PRIMARY OR SECONDARY; WITHOUT FREE GRAFT, EACH TENDON
26420|EXTENSOR TENDON REPAIR, DORSUM OF FINGER, SINGLE, PRIMARY OR SECONDARY; WITH FREE GRAFT (INCLUDES OBTAINING GRAFT) EACH TENDON|EXTENSOR TENDON REPAIR, DORSUM OF FINGER, SINGLE, PRIMARY OR SECONDARY; WITH FREE GRAFT (INCLUDES OBTAINING GRAFT) EACH TENDON
26426|REPAIR OF EXTENSOR TENDON, CENTRAL SLIP, SECONDARY; USING LOCAL TISSUE(S), INCLUDING LATERAL BAND(S), EACH FINGER|REPAIR OF EXTENSOR TENDON, CENTRAL SLIP, SECONDARY; USING LOCAL TISSUE(S), INCLUDING LATERAL BAND(S), EACH FINGER
26428|REPAIR OF EXTENSOR TENDON, CENTRAL SLIP, SECONDARY; WITH FREE GRAFT, EACH FINGER|REPAIR OF EXTENSOR TENDON, CENTRAL SLIP, SECONDARY; WITH FREE GRAFT, EACH FINGER
26432|CLOSED TREATMENT OF DISTAL EXTENSOR TENDON INSERTION, WITH OR WITHOUT PERCUTANEOUS PINNING (EG, MALLET FINGER)|CLOSED TREATMENT OF DISTAL EXTENSOR TENDON INSERTION, WITH OR WITHOUT PERCUTANEOUS PINNING (EG, MALLET FINGER)
26433|REPAIR OF EXTENSOR TENDON, DISTAL INSERTION, PRIMARY OR SECONDARY; WITHOUT GRAFT (EG, MALLET FINGER)|REPAIR OF EXTENSOR TENDON, DISTAL INSERTION, PRIMARY OR SECONDARY; WITHOUT GRAFT (EG, MALLET FINGER)
26434|EXTENSOR TENDON REPAIR, DISTAL INSERTION ("MALLET FINGER""), OPEN, PRIMARY OR SECONDARY REPAIR; WITH FREE GRAFT (INCLUDES OBTAINING GRAFT)"|EXTENSOR TENDON REPAIR, DISTAL INSERTION ("MALLET FINGER""), OPEN, PRIMARY OR SECONDARY REPAIR; WITH FREE GRAFT (INCLUDES OBTAINING GRAFT)"
26437|REALIGNMENT OF EXTENSOR TENDON, HAND, EACH TENDON|REALIGNMENT OF EXTENSOR TENDON, HAND, EACH TENDON
26440|TENOLYSIS, FLEXOR TENDON; PALM OR FINGER; EACH TENDON|TENOLYSIS, FLEXOR TENDON; PALM OR FINGER; EACH TENDON
26442|TENOLYSIS, SIMPLE, FLEXOR TENDON; PALM AND FINGER, EACH TENDON|TENOLYSIS, SIMPLE, FLEXOR TENDON; PALM AND FINGER, EACH TENDON
26445|TENOLYSIS, EXTENSOR TENDON, HAND OR FINGER; EACH TENDON|TENOLYSIS, EXTENSOR TENDON, HAND OR FINGER; EACH TENDON
26449|TENOLYSIS, COMPLEX, EXTENSOR TENDON, FINGER, INCLUDING FOREARM, EACH TENDON|TENOLYSIS, COMPLEX, EXTENSOR TENDON, FINGER, INCLUDING FOREARM, EACH TENDON
26450|TENOTOMY, FLEXOR, PALM, OPEN, EACH TENDON|TENOTOMY, FLEXOR, PALM, OPEN, EACH TENDON
26455|TENOTOMY, FLEXOR, FINGER, OPEN, EACH TENDON|TENOTOMY, FLEXOR, FINGER, OPEN, EACH TENDON
26460|TENOTOMY, EXTENSOR, HAND OR FINGER, OPEN, EACH TENDON|TENOTOMY, EXTENSOR, HAND OR FINGER, OPEN, EACH TENDON
26471|TENODESIS; OF PROXIMAL INTERPHALANGEAL JOINT, EACH JOINT|TENODESIS; OF PROXIMAL INTERPHALANGEAL JOINT, EACH JOINT
26474|TENODESIS; OF DISTAL JOINT, EACH JOINT|TENODESIS; OF DISTAL JOINT, EACH JOINT
26476|LENGTHENING OF TENDON, EXTENSOR, HAND OR FINGER, EACH TENDON|LENGTHENING OF TENDON, EXTENSOR, HAND OR FINGER, EACH TENDON
26477|SHORTENING OF TENDON, EXTENSOR, HAND OR FINGER, EACH TENDON|SHORTENING OF TENDON, EXTENSOR, HAND OR FINGER, EACH TENDON
26478|LENGTHENING OF TENDON, FLEXOR, HAND OR FINGER, EACH TENDON|LENGTHENING OF TENDON, FLEXOR, HAND OR FINGER, EACH TENDON
26479|SHORTENING OF TENDON, FLEXOR, HAND OR FINGER, EACH TENDON|SHORTENING OF TENDON, FLEXOR, HAND OR FINGER, EACH TENDON
26480|TRANSFER OR TRANSPLANT OF TENDON, CARPOMETACARPAL AREA OR DORSUM OF HAND; WITHOUT FREE GRAFT, EACH TENDON|TRANSFER OR TRANSPLANT OF TENDON, CARPOMETACARPAL AREA OR DORSUM OF HAND; WITHOUT FREE GRAFT, EACH TENDON
26483|TENDON TRANSFER OR TRANSPLANT, CARPOMETACARPAL AREA OR DORSUM OF HAND, SINGLE; WITH FREE TENDON GRAFT (INCLUDES OBTAINING GRAFT), EACH TENDON|TENDON TRANSFER OR TRANSPLANT, CARPOMETACARPAL AREA OR DORSUM OF HAND, SINGLE; WITH FREE TENDON GRAFT (INCLUDES OBTAINING GRAFT), EACH TENDON
26485|TRANSFER OR TRANSPLANT OF TENDON, PALMAR; WITHOUT FREE TENDON GRAFT, EACH TENDON|TRANSFER OR TRANSPLANT OF TENDON, PALMAR; WITHOUT FREE TENDON GRAFT, EACH TENDON
26489|TENDON TRANSFER OR TRANSPLANT, PALMAR, SINGLE, EACH TENDON; WITH FREE TENDON GRAFT (INCLUDES OBTAINING GRAFT), EACH TENDON|TENDON TRANSFER OR TRANSPLANT, PALMAR, SINGLE, EACH TENDON; WITH FREE TENDON GRAFT (INCLUDES OBTAINING GRAFT), EACH TENDON
26490|OPPONENSPLASTY; SUPERFICIALIS TENDON TRANSFER TYPE, EACH TENDON|OPPONENSPLASTY; SUPERFICIALIS TENDON TRANSFER TYPE, EACH TENDON
26492|OPPONENSPLASTY; TENDON TRANSFER WITH GRAFT (INCLUDES OBTAINING GRAFT), EACH TENDON|OPPONENSPLASTY; TENDON TRANSFER WITH GRAFT (INCLUDES OBTAINING GRAFT), EACH TENDON
26494|OPPONENSPLASTY; HYPOTHENAR MUSCLE TRANSFER|OPPONENSPLASTY; HYPOTHENAR MUSCLE TRANSFER
26496|OPPONENSPLASTY; OTHER METHODS|OPPONENSPLASTY; OTHER METHODS
26497|TRANSFER OF TENDON TO RESTORE INTRINSIC FUNCTION; RING AND SMALL FINGER|TRANSFER OF TENDON TO RESTORE INTRINSIC FUNCTION; RING AND SMALL FINGER
26498|TENDON TRANSFER TO RESTORE INTRINSIC FUNCTION; ALL FOUR FINGERS|TENDON TRANSFER TO RESTORE INTRINSIC FUNCTION; ALL FOUR FINGERS
26499|CORRECTION CLAW FINGER, OTHER METHODS|CORRECTION CLAW FINGER, OTHER METHODS
26500|RECONSTRUCTION OF TENDON PULLEY, EACH TENDON; WITH LOCAL TISSUES (SEPARATE PROCEDURE)|RECONSTRUCTION OF TENDON PULLEY, EACH TENDON; WITH LOCAL TISSUES (SEPARATE PROCEDURE)
26502|TENDON PULLEY RECONSTRUCTION; WITH TENDON OR FASCIAL GRAFT (INCLUDES OBTAINING GRAFT) (SEPARATE PROCEDURE)|TENDON PULLEY RECONSTRUCTION; WITH TENDON OR FASCIAL GRAFT (INCLUDES OBTAINING GRAFT) (SEPARATE PROCEDURE)
26504|TENDON PULLEY RECONSTRUCTION; WITH TENDON PROSTHESIS (SEPARATE PROCEDURE)|TENDON PULLEY RECONSTRUCTION; WITH TENDON PROSTHESIS (SEPARATE PROCEDURE)
26508|RELEASE OF THENAR MUSCLE(S) (EG, THUMB CONTRACTURE)|RELEASE OF THENAR MUSCLE(S) (EG, THUMB CONTRACTURE)
26510|CROSS INTRINSIC TRANSFER, EACH TENDON|CROSS INTRINSIC TRANSFER, EACH TENDON
26516|CAPSULODESIS, METACARPOPHALANGEAL JOINT; SINGLE DIGIT|CAPSULODESIS, METACARPOPHALANGEAL JOINT; SINGLE DIGIT
26517|CAPSULODESIS FOR M-P JOINT STABILIZATION; TWO DIGITS|CAPSULODESIS FOR M-P JOINT STABILIZATION; TWO DIGITS
26518|CAPSULODESIS FOR M-P JOINT STABILIZATION; THREE OR FOUR DIGITS|CAPSULODESIS FOR M-P JOINT STABILIZATION; THREE OR FOUR DIGITS
26520|CAPSULECTOMY OR CAPSULOTOMY; METACARPOPHALANGEAL JOINT, EACH JOINT|CAPSULECTOMY OR CAPSULOTOMY; METACARPOPHALANGEAL JOINT, EACH JOINT
26525|CAPSULECTOMY OR CAPSULOTOMY; INTERPHALANGEAL JOINT, EACH JOINT|CAPSULECTOMY OR CAPSULOTOMY; INTERPHALANGEAL JOINT, EACH JOINT
26530|ARTHROPLASTY, METACARPOPHALANGEAL JOINT; EACH JOINT|ARTHROPLASTY, METACARPOPHALANGEAL JOINT; EACH JOINT
26531|ARTHROPLASTY, METACARPOPHALANGEAL JOINT; WITH PROSTHETIC IMPLANT, EACH JOINT|ARTHROPLASTY, METACARPOPHALANGEAL JOINT; WITH PROSTHETIC IMPLANT, EACH JOINT
26535|ARTHROPLASTY, INTERPHALANGEAL JOINT; EACH JOINT|ARTHROPLASTY, INTERPHALANGEAL JOINT; EACH JOINT
26536|ARTHROPLASTY, INTERPHALANGEAL JOINT; WITH PROSTHETIC IMPLANT, EACH JOINT|ARTHROPLASTY, INTERPHALANGEAL JOINT; WITH PROSTHETIC IMPLANT, EACH JOINT
26540|REPAIR OF COLLATERAL LIGAMENT, METACARPOPHALANGEAL OR INTERPHALANGEAL JOINT|REPAIR OF COLLATERAL LIGAMENT, METACARPOPHALANGEAL OR INTERPHALANGEAL JOINT
26541|REPAIR OF COLLATERAL LIGAMENT, METACARPOPHALANGEAL JOINT, SINGLE, WITH TENDON OR FASCIAL GRAFT (INCLUDES OBTAINING GRAFT)|REPAIR OF COLLATERAL LIGAMENT, METACARPOPHALANGEAL JOINT, SINGLE, WITH TENDON OR FASCIAL GRAFT (INCLUDES OBTAINING GRAFT)
26542|PRIMARY REPAIR OF COLLATERAL LIGAMENT, METACARPOPHALANGEAL JOINT; WITH LOCAL TISSUE (EG, ADDUCTOR ADVANCEMENT)|PRIMARY REPAIR OF COLLATERAL LIGAMENT, METACARPOPHALANGEAL JOINT; WITH LOCAL TISSUE (EG, ADDUCTOR ADVANCEMENT)
26545|RECONSTRUCTION, COLLATERAL LIGAMENT, INTERPHALANGEAL JOINT, SINGLE, INCLUDING GRAFT, EACH JOINT|RECONSTRUCTION, COLLATERAL LIGAMENT, INTERPHALANGEAL JOINT, SINGLE, INCLUDING GRAFT, EACH JOINT
26546|REPAIR NON-UNION, METACARPAL OR PHALANX, (INCLUDES OBTAINING BONE GRAFT WITH OR WITHOUT EXTERNAL OR INTERNAL FIXATION)|REPAIR NON-UNION, METACARPAL OR PHALANX, (INCLUDES OBTAINING BONE GRAFT WITH OR WITHOUT EXTERNAL OR INTERNAL FIXATION)
26548|REPAIR AND RECONSTRUCTION, FINGER, VOLAR PLATE, INTERPHALANGEAL JOINT|REPAIR AND RECONSTRUCTION, FINGER, VOLAR PLATE, INTERPHALANGEAL JOINT
26550|POLLICIZATION OF A DIGIT|POLLICIZATION OF A DIGIT
26551|TRANSFER, TOE-TO-HAND WITH MICROVASCULAR ANASTOMOSIS; GREAT TOE "WRAP-AROUND"" WITH BONE GRAFT"|TRANSFER, TOE-TO-HAND WITH MICROVASCULAR ANASTOMOSIS; GREAT TOE "WRAP-AROUND"" WITH BONE GRAFT"
26553|TOE-TO-HAND TRANSFER WITH MICROVASCULAR ANASTOMOSIS; OTHER THAN GREAT TOE, SINGLE|TOE-TO-HAND TRANSFER WITH MICROVASCULAR ANASTOMOSIS; OTHER THAN GREAT TOE, SINGLE
26554|TOE-TO-HAND TRANSFER WITH MICROVASCULAR ANASTOMOSIS; OTHER THAN GREAT TOE, DOUBLE|TOE-TO-HAND TRANSFER WITH MICROVASCULAR ANASTOMOSIS; OTHER THAN GREAT TOE, DOUBLE
26555|TRANSFER, FINGER TO ANOTHER POSITION WITHOUT MICROVASCULAR ANASTOMOSIS|TRANSFER, FINGER TO ANOTHER POSITION WITHOUT MICROVASCULAR ANASTOMOSIS
26556|TRANSFER, FREE TOE JOINT, WITH MICROVASCULAR ANASTOMOSIS|TRANSFER, FREE TOE JOINT, WITH MICROVASCULAR ANASTOMOSIS
26560|REPAIR OF SYNDACTYLY (WEB FINGER) EACH WEB SPACE; WITH SKIN FLAPS|REPAIR OF SYNDACTYLY (WEB FINGER) EACH WEB SPACE; WITH SKIN FLAPS
26561|REPAIR OF SYNDACTYLY (WEB FINGER) EACH WEB SPACE; WITH SKIN FLAPS AND GRAFTS|REPAIR OF SYNDACTYLY (WEB FINGER) EACH WEB SPACE; WITH SKIN FLAPS AND GRAFTS
26562|REPAIR OF SYNDACTYLY (WEB FINGER) EACH WEB SPACE; COMPLEX (EG, INVOLVING BONE, NAILS)|REPAIR OF SYNDACTYLY (WEB FINGER) EACH WEB SPACE; COMPLEX (EG, INVOLVING BONE, NAILS)
26565|OSTEOTOMY; METACARPAL, EACH|OSTEOTOMY; METACARPAL, EACH
26567|OSTEOTOMY; PHALANX OF FINGER, EACH|OSTEOTOMY; PHALANX OF FINGER, EACH
26568|OSTEOPLASTY, LENGTHENING, METACARPAL OR PHALANX|OSTEOPLASTY, LENGTHENING, METACARPAL OR PHALANX
26580|REPAIR CLEFT HAND|REPAIR CLEFT HAND
26587|RECONSTRUCTION OF POLYDACTYLOUS DIGIT, SOFT TISSUE AND BONE|RECONSTRUCTION OF POLYDACTYLOUS DIGIT, SOFT TISSUE AND BONE
26590|REPAIR MACRODACTYLIA, EACH DIGIT|REPAIR MACRODACTYLIA, EACH DIGIT
26591|REPAIR, INTRINSIC MUSCLES OF HAND, EACH MUSCLE|REPAIR, INTRINSIC MUSCLES OF HAND, EACH MUSCLE
26593|RELEASE, INTRINSIC MUSCLES OF HAND, EACH MUSCLE|RELEASE, INTRINSIC MUSCLES OF HAND, EACH MUSCLE
26596|EXCISION OF CONSTRICTING RING OF FINGER, WITH MULTIPLE Z-PLASTIES|EXCISION OF CONSTRICTING RING OF FINGER, WITH MULTIPLE Z-PLASTIES
26600|CLOSED TREATMENT OF METACARPAL FRACTURE, SINGLE; WITHOUT MANIPULATION, EACH BONE|CLOSED TREATMENT OF METACARPAL FRACTURE, SINGLE; WITHOUT MANIPULATION, EACH BONE
26605|CLOSED TREATMENT OF METACARPAL FRACTURE, SINGLE; WITH MANIPULATION, EACH BONE|CLOSED TREATMENT OF METACARPAL FRACTURE, SINGLE; WITH MANIPULATION, EACH BONE
26607|CLOSED TREATMENT OF METACARPAL FRACTURE, WITH MANIPULATION, WITH EXTERNAL FIXATION, EACH BONE|CLOSED TREATMENT OF METACARPAL FRACTURE, WITH MANIPULATION, WITH EXTERNAL FIXATION, EACH BONE
26608|PERCUTANEOUS SKELETAL FIXATION OF METACARPAL FRACTURE, EACH BONE|PERCUTANEOUS SKELETAL FIXATION OF METACARPAL FRACTURE, EACH BONE
26615|OPEN TREATMENT OF METACARPAL FRACTURE, SINGLE, WITH OR WITHOUT INTERNAL OR EXTERNAL FIXATION, EACH BONE|OPEN TREATMENT OF METACARPAL FRACTURE, SINGLE, WITH OR WITHOUT INTERNAL OR EXTERNAL FIXATION, EACH BONE
